Player,Team,Year,Pos,Archetype,Total Minutes,BPM,RAPM
LADY GROOMS,SAC,1999,F,Secondary Creator/Distributor,448.0,-4.770575167749192,4.394858858408249
TIFFANY JACKSON,TUL,2013,F,Roller/Cutter,393.3,-4.772760253681996,-10.276618397232712
REBEKKAH BRUNSON,MIN,2011,F,Interior Primary Option,938.4,-4.773683267230382,4.586183815724102
KRISTEN VEAL,PHO,2002,G,Spot-up Shooter,361.1,-4.77436075731238,-9.320305968598348
ALEXIS HORNBUCKLE,MIN,2010,G,Secondary Creator/Distributor,509.6,-4.775844307906521,-10.154833719674038
ASHLEY HOUTS,WAS,2010,G,Spot-up Shooter,110.0,-4.775917593141444,-8.370586255492896
ASHLEY ROBINSON,WAS,2012,C,Roller/Cutter,534.6,-4.777344892136623,-8.211986591554195
MICHELLE SNOW,HOU,2006,C,Interior Primary Option,992.8,-4.777933148967462,-2.214851155905712
STACEY DALES,CHI,2006,F,Spot-up Shooter,453.1,-4.7802458225566715,-11.361279724669371
SHENISE JOHNSON,SAN,2013,G,Primary On-Ball Creator,900.9,-4.783221649086438,-9.388018157110157
SIMONE EDWARDS,SEA,2002,C,Roller/Cutter,694.4,-4.784770000817189,-1.0400864501048086
SHAVONTE ZELLOUS,IND,2014,G,Primary On-Ball Creator,931.6,-4.789284898242346,0.8991735925650461
COQUESE WASHINGTON,HOU,2000,G,Secondary Creator/Distributor,235.0,-4.791739032052623,-7.004241841545069
KELLY SCHUMACHER,IND,2002,C,Roller/Cutter,353.40000000000003,-4.792101361461553,1.8570377819803645
GABBY WILLIAMS,CHI,2020,F,Secondary Creator/Distributor,545.6,-4.792325751221288,-3.912107297118725
SYDNEY WIESE,LAS,2019,G,Spot-up Shooter,659.2,-4.792726437501012,2.814777020791462
MYISHA HINES-ALLEN,WAS,2018,F,Roller/Cutter,252.0,-4.792942737697363,-3.4384343971540727
KELLY MAZZANTE,PHO,2009,G,Spot-up Shooter,434.0,-4.794636040370316,-7.115172098344668
MICHELLE SNOW,CHI,2011,C,Roller/Cutter,819.4000000000001,-4.796856717824848,2.1135553902126727
KATIE GEARLDS,SEA,2009,SG,Spot-up Shooter,244.0,-4.798282328766032,-2.936161156479762
ALEX MONTGOMERY,SAN,2016,SG,Secondary Creator/Distributor,357.5,-4.798556271745241,-7.941632748692829
SHANNA ZOLMAN,SAN,2007,G,Spot-up Shooter,547.4000000000001,-4.800621904290823,-0.7957560765577205
SHAVONTE ZELLOUS,DET,2009,G,Primary On-Ball Creator,802.4000000000001,-4.801279801948641,0.6628495610399713
ANGELINA WILLIAMS,DET,2006,G,Secondary Creator/Distributor,130.20000000000002,-4.802593705571286,-5.6871162393815595
CANDICE DUPREE,PHO,2015,F,Perimeter-Oriented Big/Wing,1029.6,-4.80393222424898,-1.1111447500948837
JORDAN HOOPER,TUL,2014,F,Spot-up Shooter,649.4000000000001,-4.807591447028127,8.76653580871924
JESSICA ADAIR,MIN,2012,C,Roller/Cutter,167.20000000000002,-4.810846420474785,-8.365835089094347
TAMMY JACKSON,HOU,2000,PowerF,Roller/Cutter,339.29999999999995,-4.813542665920546,3.924617311897344
EDWINA BROWN,HOU,2006,SG,Roller/Cutter,28.4,-4.814000621458189,-37.16934119709643
NIESA JOHNSON,CHA,2000,G,Secondary Creator/Distributor,79.19999999999999,-4.815246065470231,-5.964065074322558
JENNIFER DEREVJANIK,PHO,2007,G,Secondary Creator/Distributor,200.1,-4.819927567193703,-0.6453456477587576
BECKY HAMMON,NYL,2000,G,Spot-up Shooter,835.2,-4.821236686960831,-11.830419397961453
TIERRA RUFFIN-PRATT,WAS,2014,G,Secondary Creator/Distributor,550.8,-4.825304718870089,-7.216106262727856
OLYMPIA SCOTT,PHO,2008,C,Roller/Cutter,69.0,-4.827491217903647,-2.8479491816139006
MAGGIE LUCAS,IND,2015,G,Spot-up Shooter,450.0,-4.827561186984375,-3.162127797791937
KAHLEAH COPPER,PHO,2024,SG,Primary On-Ball Creator,1195.1,-4.835533935033045,-6.256693441653233
TAMIKA WHITMORE,NYL,2003,F,Interior Primary Option,825.0,-4.837246607013921,-7.985489531636173
JIA PERKINS,MIN,2017,G,Secondary Creator/Distributor,554.2,-4.842506259251713,-6.134787408915246
CATHRINE KRAAYEVELD,NYL,2007,F,Secondary Creator/Distributor,965.6,-4.845972303519778,-0.024899760521664538
CAMILLE SMITH,SEA,2012,F,Interior Primary Option,945.2,-4.847168990501206,1.5607748977659588
SHEKINNA STRICKLEN,SEA,2012,F,Spot-up Shooter,785.4000000000001,-4.849656991806451,2.4843613821071857
CAYLA GEORGE,PHO,2017,PowerF,Spot-up Shooter,380.8,-4.850915714785356,-1.408102109336057
ELIZABETH WILLIAMS,ATL,2017,PowerF,Interior Primary Option,1074.4,-4.853603326259758,-5.28491877161375
ALYSHA CLARK,SEA,2014,F,Spot-up Shooter,561.0,-4.854210693826922,-5.972628083036062
DELISHA MILTON-JONES,LAS,2010,F,Perimeter-Oriented Big/Wing,1094.8000000000002,-4.855804032298471,-1.6445351602472644
ALLIE QUIGLEY,CHI,2014,G,Primary On-Ball Creator,843.2,-4.858942311200451,-1.7460304598643428
IVORY LATTA,ATL,2009,G,Primary On-Ball Creator,350.4,-4.859573060581379,4.650852606881336
CHARLOTTE SMITH,CHA,2004,F,Secondary Creator/Distributor,982.6,-4.86015784148423,3.5953737013904865
CAMILLE SMITH,SEA,2008,F,Interior Primary Option,662.4,-4.862565582911698,-3.433598229172376
ALANA BEARD,WAS,2008,SG,Primary On-Ball Creator,1092.3,-4.864448320228755,1.05733068284079
AMY HERRIG,UTA,2000,C,Roller/Cutter,342.5,-4.8689241250317075,-32.54094522427158
JAELYN BROWN,DAL,2024,SG,Secondary Creator/Distributor,141.4,-4.8695042798578,-21.42442884701228
STEFANIE DOLSON,WAS,2015,C,Interior Primary Option,839.8,-4.87115700355601,4.234690554398847
RUTH RILEY,MIA,2001,C,Roller/Cutter,800.0,-4.87130416493868,-4.66286540274844
NATALIE ACHONWA,IND,2020,F,Interior Primary Option,363.6,-4.873407785299808,-6.815054576839666
JASMINE THOMAS,CON,2022,G,Secondary Creator/Distributor,109.0,-4.874020418747868,14.672193422589356
NAKIA SANFORD,WAS,2007,PowerF,Interior Primary Option,992.8,-4.874800356896087,-2.8993147566682564
CELINE DUMERC,ATL,2014,G,Spot-up Shooter,526.4,-4.876417234544748,2.6238430580505834
MAGGIE LUCAS,IND,2014,G,Spot-up Shooter,312.0,-4.877648647682847,4.820568109847676
KRISTI HARROWER,LAS,2009,G,Secondary Creator/Distributor,520.8000000000001,-4.879022700835087,2.37413140683935
TAMERA YOUNG,CHI,2015,F,Roller/Cutter,324.90000000000003,-4.882893572694363,7.70280627363371
RAMU TOKASHIKI,SEA,2016,F,Roller/Cutter,403.0,-4.885479331841019,-7.481318511715848
KRISTEN RASMUSSEN,IND,2003,F,Secondary Creator/Distributor,815.1,-4.889205597498311,-0.3756518745566986
NATALIE WILLIAMS,UTA,2001,C,Interior Primary Option,1066.4,-4.890774102005565,-4.328762301988873
KATIE MATTERA,ATL,2008,C,Interior Primary Option,462.0,-4.893408178374694,3.068410249797898
RENEE MONTGOMERY,MIN,2009,G,Primary On-Ball Creator,765.0,-4.899893891620367,-0.2257174702628144
LATASHA BYEARS,SAC,1998,SG,Perimeter-Oriented Big/Wing,797.5,-4.901878118272337,5.087754657164754
ASTOU NDOUR-FALL,CON,2024,PowerF,Secondary Creator/Distributor,92.4,-4.902329262221243,-33.77596639313221
REBEKKAH BRUNSON,SAC,2006,F,Interior Primary Option,601.8,-4.90266379590466,-3.9944806917038824
POLLYANNA JOHNS KIMBROUGH,HOU,2004,C,Roller/Cutter,153.9,-4.9040297044152705,-18.241097870643237
ANDREA GARDNER,UTA,2002,PowerF,Roller/Cutter,192.0,-4.906680653621926,5.552925884095055
LAYSHIA CLARENDON,NYL,2020,G,Primary On-Ball Creator,495.9,-4.9145163882997895,0.6494319592277242
LATASHA BYEARS,SAC,2000,SG,Roller/Cutter,521.6,-4.914687980960297,-6.247817823499038
TINA CHARLES,NYL,2017,C,Perimeter-Oriented Big/Wing,1094.8000000000002,-4.9170328834865495,5.048478323012305
NIA COFFEY,ATL,2024,F,Secondary Creator/Distributor,532.0,-4.918745792624737,-5.8390952985814835
POLLYANNA JOHNS KIMBROUGH,CHA,1998,C,Roller/Cutter,182.4,-4.91892355335963,13.090337831067028
KAYLA THORNTON,DAL,2019,F,Primary On-Ball Creator,820.8,-4.925551145267602,-3.07478949633398
RACHAEL SPORN,DET,1999,F,Roller/Cutter,340.2,-4.926997018731391,-0.5623804171516604
MADDY SIEGRIST,DAL,2024,F,Roller/Cutter,642.6,-4.927162699307418,-3.680011726613805
AARI MCDONALD,ATL,2021,G,Primary On-Ball Creator,491.99999999999994,-4.929007629446007,-1.0709050857715012
KAHLEAH COPPER,CHI,2017,SG,Secondary Creator/Distributor,486.2000000000001,-4.933662243045346,-4.460667556930274
ERIN PERPEROGLOU,CHA,2002,F,Roller/Cutter,391.5,-4.93402586782366,-1.5693505368930047
AALIYAH EDWARDS,WAS,2024,F,Interior Primary Option,741.2,-4.93450612156334,-6.145197219696856
TICHA PENICHEIRO,SAC,1999,G,Secondary Creator/Distributor,1123.2,-4.9359547215242765,1.7882978659425022
ESSENCE CARSON,NYL,2010,G,Secondary Creator/Distributor,326.4,-4.938544542820697,3.19412362682554
EDWIGE LAWSON-WADE,SAN,2008,G,Spot-up Shooter,279.0,-4.939725350999181,-10.949239897006443
NATASHA HOWARD,NYL,2021,F,Perimeter-Oriented Big/Wing,357.5,-4.940528589717929,-8.420051304662476
TIFFANY JACKSON,TUL,2014,F,Roller/Cutter,70.7,-4.940721608058308,-8.368325928446048
TAMICHA JACKSON,WAS,2004,G,Primary On-Ball Creator,407.5,-4.942977701572788,-12.046813448284334
AWAK KUIER,DAL,2023,F,Roller/Cutter,399.6,-4.943807018596556,-4.8132530401803315
SHANNON JOHNSON,DET,2007,G,Spot-up Shooter,551.1,-4.945374371732745,-1.0410533038582441
ADRIENNE JOHNSON,ORL,2002,G,Spot-up Shooter,601.6,-4.9470749798954365,-4.615996859576901
HELEN DARLING,SAN,2010,G,Secondary Creator/Distributor,392.7,-4.948960363467705,-6.065476495734823
PLENETTE PIERSON,NYL,2014,F,Interior Primary Option,574.1999999999999,-4.952444591009256,0.3973204397164505
TAMIKA WHITMORE,NYL,2002,F,Interior Primary Option,979.2,-4.956745099225061,0.919053168802968
MICHELLE EDWARDS,SEA,2000,G,Primary On-Ball Creator,471.5,-4.9597684278322625,-0.3412200987673173
KRISTI TOLIVER,LAS,2010,G,Spot-up Shooter,703.8,-4.9599191600992265,-6.8444121397729205
SHANNON JOHNSON,SAN,2005,G,Primary On-Ball Creator,1105.0,-4.9637707531800075,-2.868252732526047
WENDY PALMER,DET,2000,F,Interior Primary Option,915.2,-4.963951550536667,-0.40530151167630324
JIA PERKINS,CHI,2006,G,Secondary Creator/Distributor,840.0,-4.964010964255317,-2.9840155318984287
MARISSA COLEMAN,IND,2016,SG,Spot-up Shooter,780.8,-4.965292729028924,2.166411955541567
KEDRA HOLLAND-CORN,HOU,2004,G,Spot-up Shooter,702.0,-4.965548026294494,3.63509970746324
KIESHA BROWN,LAS,2008,G,Spot-up Shooter,531.2,-4.973955024404571,1.2577413967283477
DULCY FANKAM MENDJIADEU,SEA,2023,PowerF,Roller/Cutter,469.2000000000001,-4.974059820969915,-0.953751615147493
NATALIE WILLIAMS,UTA,1999,C,Interior Primary Option,952.0,-4.982501348871517,-4.998697551157398
BRIANN JANUARY,IND,2014,G,Primary On-Ball Creator,902.1,-4.98533925838211,0.6526866008951812
ALICIA THOMPSON,IND,2001,F,Primary On-Ball Creator,380.6,-4.9880606707250585,-2.670932604429245
NATISHA HIEDEMAN,CON,2023,G,Spot-up Shooter,1068.0,-4.989323886355669,3.2388735748999213
VANESSA NYGAARD,POR,2000,F,Spot-up Shooter,844.8,-4.989781480108125,-1.9317167584494346
SHERYL SWOOPES,HOU,2000,SG,Perimeter-Oriented Big/Wing,1091.2,-4.992570956892894,-2.5839433051605347
TAMMY SUTTON-BROWN,IND,2009,C,Interior Primary Option,680.4,-4.99492620184276,3.186808985606949
CRYSTAL DANGERFIELD,MIN,2021,G,Secondary Creator/Distributor,623.1,-4.995424945302309,-0.899982569428111
MISTIE BASS,CHI,2010,F,Roller/Cutter,642.5999999999999,-4.996943144708379,0.5146734754930411
BRIA HARTLEY,NYL,2019,G,Primary On-Ball Creator,544.8,-5.004496120162125,-8.867548766121285
KENNEDY BURKE,SEA,2021,SG,Secondary Creator/Distributor,177.1,-5.005749413743208,-12.019418667943457
AMANDA LASSITER,HOU,2001,F,Spot-up Shooter,608.0,-5.0085171795332295,3.041309949196237
NIKKI BLUE,WAS,2008,G,Secondary Creator/Distributor,538.1999999999999,-5.01111303653614,-0.001806982056320905
ALEXIS JONES,LAS,2019,G,Secondary Creator/Distributor,244.0,-5.011328630400901,-2.1659488205125443
ALEX BENTLEY,CON,2014,G,Primary On-Ball Creator,870.4000000000001,-5.013197689837481,0.6875678633897907
JEANETTE POHLEN-MAVUNGA,IND,2017,G,Spot-up Shooter,374.1,-5.013472293096721,-4.966649497274354
KATIE DOUGLAS,IND,2008,SG,Primary On-Ball Creator,1131.9,-5.013868218102318,0.14801318258003837
ANA DABOVIC,LAS,2016,G,Secondary Creator/Distributor,235.4,-5.0144869982291596,5.055279497536718
ALEX BENTLEY,ATL,2013,G,Primary On-Ball Creator,751.4000000000001,-5.017487481438306,0.901453677865518
KATIE DOUGLAS,ORL,2001,SG,Primary On-Ball Creator,440.0,-5.018702656593014,-0.44238751355721306
ELAINE POWELL,ORL,1999,G,Secondary Creator/Distributor,253.8,-5.018844909973202,0.3310858655446599
CAROLYN SWORDS,CHI,2011,C,Roller/Cutter,217.5,-5.0214443763358885,-6.156781237244669
LEILANI MITCHELL,WAS,2016,G,Spot-up Shooter,161.0,-5.024030999438619,2.558956019296035
JENNIFER LACY,TUL,2012,F,Spot-up Shooter,572.0,-5.025771971243855,-6.05610158550353
ASJHA JONES,CON,2007,F,Perimeter-Oriented Big/Wing,918.0,-5.026298903690572,1.8679968135364058
TICHA PENICHEIRO,SAC,2000,G,Secondary Creator/Distributor,936.0,-5.027370515276498,-0.7994604731920227
SHANECE MCKINNEY,NYL,2014,PowerF,Roller/Cutter,163.2,-5.0283144133183555,-7.648805221409939
NAOMI MULITAUAOPELE,UTA,2000,C,Roller/Cutter,290.4,-5.028646398174523,-0.9232232640876596
LEXIE HULL,IND,2023,G,Secondary Creator/Distributor,618.0,-5.031360372285228,-7.719376992446186
TIFFANY MITCHELL,IND,2018,G,Primary On-Ball Creator,870.4000000000001,-5.033324387420058,-2.6887320546732507
COURTNEY VANDERSLOOT,CHI,2011,G,Secondary Creator/Distributor,778.5999999999999,-5.03408995878337,2.6914428158250416
BEATRICE MOMPREMIER,CON,2021,F,Roller/Cutter,275.2,-5.034745597622157,-10.77233919907583
SHANNA ZOLMAN,TUL,2010,G,Spot-up Shooter,639.0,-5.034754467862628,-10.832683686745012
JENNIFER AZZI,UTA,2000,G,Secondary Creator/Distributor,559.5,-5.034808835585705,-11.917361734153893
ODYSSEY SIMS,MIN,2019,G,Perimeter-Oriented Big/Wing,1084.6,-5.035376214106424,1.1286632847126932
TINA CHARLES,NYL,2016,C,Perimeter-Oriented Big/Wing,1078.4,-5.037258165929614,2.276734642082798
CANDICE WIGGINS,MIN,2009,G,Primary On-Ball Creator,1016.6,-5.03986657276822,2.6345134068638227
ANNA DEFORGE,PHO,2005,G,Primary On-Ball Creator,1135.2,-5.040796842618462,-1.1230909924460097
LOREE MOORE,NYL,2008,G,Spot-up Shooter,809.0999999999999,-5.041774720015777,-4.59309985304371
OCTAVIA BLUE,LAS,1998,F,Secondary Creator/Distributor,330.0,-5.042533850643632,0.014156322770644048
KELLY MILLER,WAS,2011,G,Spot-up Shooter,941.8,-5.043102464967609,-1.8877984197270528
ERICA WHEELER,IND,2017,G,Primary On-Ball Creator,897.5999999999999,-5.043378039959478,-3.244501414905458
SHERI SAM,CHA,2006,SG,Secondary Creator/Distributor,989.4,-5.044598777255452,-0.7760152036999657
ELIZABETH WILLIAMS,ATL,2019,PowerF,Interior Primary Option,908.8,-5.0457580953491075,-3.6269134640116985
IVORY LATTA,WAS,2016,G,Spot-up Shooter,457.6,-5.0458582619296255,-1.8734228433594848
TARI PHILLIPS,HOU,2005,PowerF,Roller/Cutter,368.0,-5.047688589802635,-5.10209826515497
NIKKI BLUE,WAS,2007,G,Secondary Creator/Distributor,420.0,-5.048331537497367,-1.9884097631672337
DETRINA WHITE,NYL,2004,F,Roller/Cutter,421.6,-5.049244798806531,1.441130992102468
LEXIE BROWN,MIN,2020,G,Secondary Creator/Distributor,374.0,-5.049419363904826,2.436485896247038
KRISTEN RASMUSSEN,CON,2007,F,Secondary Creator/Distributor,511.5,-5.04942357996681,-8.327788861431195
JENNIFER GILLOM,PHO,2000,PowerF,Perimeter-Oriented Big/Wing,825.0,-5.0518584316049555,-0.6763850633731423
ELAINE POWELL,DET,2002,G,Secondary Creator/Distributor,705.0,-5.052284658445281,-0.559673136310586
MYISHA HINES-ALLEN,WAS,2023,F,Secondary Creator/Distributor,616.0,-5.054746421245442,-0.9998571308858293
KARIMA CHRISTMAS-KELLY,MIN,2019,SG,Spot-up Shooter,72.0,-5.056388608202614,-6.370731402673442
TE'A COOPER,LAS,2020,G,Secondary Creator/Distributor,344.0,-5.0567445135902975,1.856974464561874
A'JA WILSON,LVA,2019,C,Perimeter-Oriented Big/Wing,738.4,-5.058325780332475,-1.9217045041539014
TIFFANI JOHNSON,HOU,2004,C,Roller/Cutter,660.0,-5.060788549971382,-5.001757655812664
TANISHA WRIGHT,NYL,2016,G,Secondary Creator/Distributor,667.0,-5.060882004500117,2.846006234895226
ANN WAUTERS,SEA,2012,C,Interior Primary Option,575.0,-5.063340669792703,-2.820078098382429
JENNIE SIMMS,PHO,2022,G,Secondary Creator/Distributor,303.59999999999997,-5.064903613014549,1.8145573034732498
RENEE MONTGOMERY,MIN,2015,G,Primary On-Ball Creator,644.4,-5.067794534720203,-11.796965915724979
BRIANN JANUARY,IND,2017,G,Primary On-Ball Creator,657.5,-5.069237817894907,-8.910146226733566
KATIE SMITH,WAS,2010,G,Spot-up Shooter,1016.4,-5.072542035890729,-3.250162747885593
NAKIA SANFORD,WAS,2010,PowerF,Interior Primary Option,608.5999999999999,-5.073528638589541,4.160657535957924
TAYLOR LILLEY,PHO,2010,G,Spot-up Shooter,226.8,-5.07959765635488,5.315362041968441
DEMYA WALKER,SAC,2004,F,Interior Primary Option,880.5999999999999,-5.083874780481815,-0.7217152143514047
TARI PHILLIPS,HOU,2006,PowerF,Roller/Cutter,222.6,-5.085050992077662,-13.841852470072773
TIERRA RUFFIN-PRATT,WAS,2017,G,Interior Primary Option,826.2,-5.088176297755097,-1.2251128792974588
ARMINTIE HERRINGTON,ATL,2009,G,Roller/Cutter,422.4,-5.09043694823196,-15.008792402003635
MARIA STEPANOVA,PHO,1998,C,Interior Primary Option,128.0,-5.092748767720693,-8.105330910035164
LYNETTA KIZER,IND,2015,F,Interior Primary Option,590.6999999999999,-5.094315705748924,1.7180169707543442
KAMILA VODICHKOVA,PHO,2006,PowerF,Interior Primary Option,707.4,-5.0943979760161255,-0.28909026002642535
CINTIA DOS SANTOS,ORL,2002,C,Roller/Cutter,260.0,-5.098866750093824,1.7879108035671223
K.B. SHARP,NYL,2003,G,Secondary Creator/Distributor,399.0,-5.102049351337888,-3.4125905738275506
JURGITA STREIMIKYTE,IND,2005,F,Roller/Cutter,690.2,-5.1053379941810615,2.131845221323364
BRIA HARTLEY,WAS,2016,G,Primary On-Ball Creator,405.6,-5.107960151377414,0.13807776808582362
RONEEKA HODGES,HOU,2005,G,Spot-up Shooter,182.0,-5.110234077326293,0.6347863378330678
